globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl
915002550,20190329,20200328000000,020,020,02,1,2,1,2,-3.04477611940298,China,CH,CH,,35,105,CH,20200328000000,https://www.butlercountytimesgazette.com/news/20200327/kansas-coronavirus-update-kdhe-expects-crisis-to-peak-in-mid-april-state-reports-202-cases-4th-death
915002558,20200321,20200328000000,042,042,04,1,1,1,1,-2.17391304347826,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20200328000000,https://www.msnbc.com/rachel-maddow-show/coronavirus-trump-changes-his-mind-about-china-again-n1170656
915002566,20200321,20200328000000,100,100,10,3,8,1,8,-1.19521912350598,"Anderson School, California, United States",US,USCA,,32.8231,-117.193,238609,20200328000000,https://laist.com/2020/03/27/federal_coronavirus_stimulus_help_loans_small_businesses.php
915002567,20200321,20200328000000,040,040,04,1,5,1,5,-1.80846691327579,"Wisconsin, United States",US,USWI,,44.2563,-89.6385,WI,20200328000000,https://www.wuwm.com/post/coronavirus-gop-calls-evers-mass-ballot-mailing-idea-complete-fantasy
915002574,20200321,20200328000000,010,010,01,1,2,1,2,-1.62822252374491,"Detroit, Michigan, United States",US,USMI,MI163,42.3314,-83.0458,1617959,20200328000000,https://www.abc57.com/news/new-hot-spots-emerge-across-the-country-as-us-overtakes-china-and-italy-in-number-of-coronavirus-cases
915002600,20200328,20200328000000,042,042,04,1,2,1,2,-4.19287211740042,"Kabul, Kabol, Afghanistan",AF,AF13,3580,34.5167,69.1833,-3378435,20200328000000,https://in.news.yahoo.com/kabul-gurdwara-attacker-kerala-left-231845924.html
915002609,20200328,20200328000000,042,042,04,1,14,1,10,0.07172314864623,"Adelaide, South Australia, Australia",AS,AS05,5256,-34.9333,138.6,-1555188,20200328000000,https://www.adelaidenow.com.au/news/south-australia/coronavirus-adelaide-join-a-live-qa-with-sas-chief-medical-officer-dr-nicola-spurrier/news-story/b08ff70e571006cf272c49ebed684100?nk=74894ef66f82b44bb7dfafc7816b4576-1585352845
915002610,20200328,20200328000000,042,042,04,1,1,1,1,-2.01874549387167,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20200328000000,https://www.adelaidenow.com.au/news/national/fears-intensive-care-bed-boost-may-not-be-enough/news-story/77fcd79e899cb58c5896cb04083cbb8e?nk=2cbccb09a21517322e0824e51aecfc32-1585352937
915002618,20200328,20200328000000,070,070,07,2,6,1,6,-1.82186234817814,"Dhaka, Dhaka, Bangladesh",BG,BG81,5778,23.7231,90.4086,-2737683,20200328000000,https://www.rfa.org/english/news/china/mask-diplomacy-03272020191636.html
915002621,20200328,20200328000000,020,020,02,1,6,1,6,0.83160083160083,United States,US,US,,39.828175,-98.5795,US,20200328000000,https://www.cnn.com/2020/03/27/tech/venmo-cash-app-stimulus/
915002625,20200328,20200328000000,036,036,03,1,3,1,3,-4.50450450450451,"Adelaide, South Australia, Australia",AS,AS05,5256,-34.9333,138.6,-1555188,20200328000000,https://www.racing.com/news/2020-03-27/news-trsa-announces-massive-changes
915002628,20200328,20200328000000,051,051,05,1,10,1,10,3.125,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20200328000000,https://newstalkkit.com/rep-newhouse-on-board-with-2-trillion-bailout-bill/
915002633,20200328,20200328000000,042,042,04,1,50,5,50,-2.09108683556707,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,20200328000000,https://www.delta-optimist.com/tremendous-response-from-blood-donors-has-supply-keeping-pace-with-demand-1.24107837
915002634,20200328,20200328000000,042,042,04,1,10,1,10,1.66666666666667,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,20200328000000,https://www.saultstar.com/news/local-news/harvest-algoma-hustles-to-distribute-major-donation
915002636,20200328,20200328000000,051,051,05,1,10,1,10,-0.83798882681564,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,20200328000000,https://www.thestar.com/opinion/editorials/2020/03/27/ottawa-must-now-deliver-on-its-crisis-package.html
915002638,20200328,20200328000000,1124,112,11,3,2,1,2,0.12106537530267,"Calgary, Alberta, Canada",CA,CA01,12549,51.0833,-114.083,-561990,20200328000000,https://calgarysun.com/news/local-news/calgary-charities-non-profit-groups-list-their-urgent-needs-on-website/wcm/79cac148-bd8d-463d-b608-3af0a1dd624e
915002640,20200328,20200328000000,040,040,04,1,2,1,2,0,Singapore,SN,SN,,1.366667,103.8,SN,20200328000000,https://sg.finance.yahoo.com/news/co-working-operators-brace-themselves-233000825.html
915002643,20200328,20200328000000,042,042,04,1,2,1,2,-8.07600950118765,"Jiujiang, Jiangxi, China",CH,CH03,13160,29.6079,115.887,-1924244,20200328000000,https://www.shanghainews.net/news/264442835/violent-clashes-in-china-on-bridge-between-hubei-jiangxi
915002647,20200328,20200328000000,042,042,04,1,5,1,5,-1.32352941176471,China,CH,CH,,35,105,CH,20200328000000,https://howng.com/computer-village-market-operators-claim-n20b-loss-as-lockdown-order-takes-effect/
915002648,20200328,20200328000000,100,100,10,3,3,1,3,-6.53753026634383,"Hubei, Guangdong, China",CH,CH30,13047,23.2656,116.054,10073728,20200328000000,https://www.channelnewsasia.com/news/asia/china-virus-epicentre-eases-travel-restrictions-after-lockdown-12585182
915002649,20200328,20200328000000,100,100,10,3,2,1,2,-0.22304832713755,China,CH,CH,,35,105,CH,20200328000000,https://www.interest.co.nz/opinion/104298/despite-any-attempts-diversify-away-china-exports-china-will-be-increasingly
915002652,20200328,20200328000000,020,020,02,1,1,1,1,-1.57728706624606,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20200328000000,https://www.fox5ny.com/news/long-island-officials-scrambling-to-prepare-as-coronavirus-infections-rise
915002654,20200328,20200328000000,020,020,02,1,75,8,75,-3.45432657082336,,,,,,,,20200328000000,https://www.stuff.co.nz/timaru-herald/news/120634962/community-pharmacies-to-remain-open-during-lockdown
