feature,coefficient,fold_id,event_type,horizon,model_name
num__gdelt_protest_7d_lag,0.2864289472074284,1,protest,7,model0_persistence
num__gdelt_protest_28d_lag,0.5015195716073134,1,protest,7,model0_persistence
num__gdelt_strike_7d_lag,-0.1273969629766397,1,protest,7,model0_persistence
num__gdelt_strike_28d_lag,0.2731028470036057,1,protest,7,model0_persistence
num__gdelt_protest_region_14d,0.1759229889047012,1,protest,7,model0_persistence
num__gdelt_strike_region_14d,-0.1451763832427599,1,protest,7,model0_persistence
fe__country_iso3_AUS,2.7736720594176245,1,protest,7,model0_persistence
fe__country_iso3_BOL,-1.0174619088776222,1,protest,7,model0_persistence
fe__country_iso3_BRA,0.1175759228557125,1,protest,7,model0_persistence
fe__country_iso3_CAN,3.271719308542932,1,protest,7,model0_persistence
fe__country_iso3_CHL,-0.5713440736346862,1,protest,7,model0_persistence
fe__country_iso3_CHN,0.3891545061614747,1,protest,7,model0_persistence
fe__country_iso3_DEU,1.600778028366681,1,protest,7,model0_persistence
fe__country_iso3_ESP,0.9311901477858772,1,protest,7,model0_persistence
fe__country_iso3_FRA,1.9592648736031344,1,protest,7,model0_persistence
fe__country_iso3_GBR,2.884444810957085,1,protest,7,model0_persistence
fe__country_iso3_GRC,0.3566576442171853,1,protest,7,model0_persistence
fe__country_iso3_HUN,-0.6185408486562175,1,protest,7,model0_persistence
fe__country_iso3_IDN,0.7850828846496378,1,protest,7,model0_persistence
fe__country_iso3_IND,2.948242640968907,1,protest,7,model0_persistence
fe__country_iso3_IRL,2.071768196327315,1,protest,7,model0_persistence
fe__country_iso3_ITA,0.4598918648228988,1,protest,7,model0_persistence
fe__country_iso3_JPN,0.0752660156386095,1,protest,7,model0_persistence
fe__country_iso3_KEN,0.1823985067250972,1,protest,7,model0_persistence
fe__country_iso3_KOR,1.4200106056657182,1,protest,7,model0_persistence
fe__country_iso3_LAO,-2.1229195389332816,1,protest,7,model0_persistence
fe__country_iso3_MAR,0.2979458054248136,1,protest,7,model0_persistence
fe__country_iso3_MEX,-0.1461550866106959,1,protest,7,model0_persistence
fe__country_iso3_MOZ,-4.695198986912455,1,protest,7,model0_persistence
fe__country_iso3_MYS,1.930374416149664,1,protest,7,model0_persistence
fe__country_iso3_NAM,-2.308330772871745,1,protest,7,model0_persistence
fe__country_iso3_NLD,0.0760842390306252,1,protest,7,model0_persistence
fe__country_iso3_NOR,-0.8453017128904151,1,protest,7,model0_persistence
fe__country_iso3_PER,-1.0228159005586368,1,protest,7,model0_persistence
fe__country_iso3_PHL,1.7243015342525507,1,protest,7,model0_persistence
fe__country_iso3_POL,0.1157643988012864,1,protest,7,model0_persistence
fe__country_iso3_PRT,-0.6068163098981485,1,protest,7,model0_persistence
fe__country_iso3_SWE,-0.3711741812958758,1,protest,7,model0_persistence
fe__country_iso3_THA,0.8919919201051703,1,protest,7,model0_persistence
fe__country_iso3_TUR,1.071621273338679,1,protest,7,model0_persistence
fe__country_iso3_USA,2.7512968909228825,1,protest,7,model0_persistence
fe__country_iso3_VNM,-0.8433138775087266,1,protest,7,model0_persistence
fe__country_iso3_ZAF,3.0133184131887907,1,protest,7,model0_persistence
fe__country_iso3_ZWE,1.6132727311791972,1,protest,7,model0_persistence
num__gdelt_protest_7d_lag,0.2514209014984993,1,protest,7,model1_markets
num__gdelt_protest_28d_lag,0.5358144885516047,1,protest,7,model1_markets
num__gdelt_strike_7d_lag,-0.1388360591651262,1,protest,7,model1_markets
num__gdelt_strike_28d_lag,0.2794172362660967,1,protest,7,model1_markets
num__gdelt_protest_region_14d,0.1372988774194624,1,protest,7,model1_markets
num__gdelt_strike_region_14d,-0.1092898582643335,1,protest,7,model1_markets
num__fx_pct_7d,0.0225830271853578,1,protest,7,model1_markets
num__fx_pct_30d,-0.718453717345353,1,protest,7,model1_markets
num__fx_pct_90d,-0.1254947904891062,1,protest,7,model1_markets
num__fx_vol_7d,-0.0184346791803555,1,protest,7,model1_markets
num__fx_vol_30d,-0.1983141882976979,1,protest,7,model1_markets
num__oil_brent_pct_14d,0.0476174842426959,1,protest,7,model1_markets
num__oil_brent_pct_30d,0.1841774041943048,1,protest,7,model1_markets
num__yield_us10y,-0.0668173377039518,1,protest,7,model1_markets
num__fx_pct_30d_z,0.0847042017123211,1,protest,7,model1_markets
num__fx_vol_30d_z,0.0308109387870943,1,protest,7,model1_markets
num__oil_brent_pct_30d_z,-0.1055567919399886,1,protest,7,model1_markets
num__copper_pct_30d,0.0022946863102564,1,protest,7,model1_markets
num__copper_pct_90d,0.0629922514907788,1,protest,7,model1_markets
num__copper_vol_30d,0.0152843038033191,1,protest,7,model1_markets
num__gold_pct_30d,-0.0963478175863454,1,protest,7,model1_markets
num__gold_vol_30d,0.0324884444565302,1,protest,7,model1_markets
num__platinum_pct_30d,-0.0078982397472958,1,protest,7,model1_markets
num__silver_pct_30d,0.0115900136192435,1,protest,7,model1_markets
num__natgas_pct_30d,0.068532964980457,1,protest,7,model1_markets
num__vix_level,-0.301590072451118,1,protest,7,model1_markets
num__vix_pct_30d,0.0994760191597241,1,protest,7,model1_markets
num__vix_7d_ma,0.2824567954441833,1,protest,7,model1_markets
num__dxy_level,0.1941612135709695,1,protest,7,model1_markets
num__dxy_pct_30d,-0.1155912418963976,1,protest,7,model1_markets
num__dxy_vol_30d,0.0891149996643402,1,protest,7,model1_markets
num__oil_brent_pct_30d_lag30d,-0.047673381064822,1,protest,7,model1_markets
num__oil_brent_pct_30d_lag60d,0.0733944537814879,1,protest,7,model1_markets
num__oil_brent_pct_30d_lag90d,-0.0346235710066234,1,protest,7,model1_markets
num__vix_pct_30d_lag30d,0.0573935113362452,1,protest,7,model1_markets
num__vix_pct_30d_lag60d,0.0142495234184607,1,protest,7,model1_markets
num__fx_pct_30d_lag30d,0.027763425936696,1,protest,7,model1_markets
num__fx_pct_30d_lag60d,0.1170282904983577,1,protest,7,model1_markets
fe__country_iso3_AUS,2.774301608713772,1,protest,7,model1_markets
fe__country_iso3_BOL,-1.0327981203803174,1,protest,7,model1_markets
fe__country_iso3_BRA,0.0874853808194952,1,protest,7,model1_markets
fe__country_iso3_CAN,3.385204098205132,1,protest,7,model1_markets
fe__country_iso3_CHL,-0.5411399629392317,1,protest,7,model1_markets
fe__country_iso3_CHN,0.3793781192403025,1,protest,7,model1_markets
fe__country_iso3_DEU,1.6145959927995748,1,protest,7,model1_markets
fe__country_iso3_ESP,0.9360595740093388,1,protest,7,model1_markets
fe__country_iso3_FRA,1.9338217919241845,1,protest,7,model1_markets
fe__country_iso3_GBR,2.9499396511440663,1,protest,7,model1_markets
fe__country_iso3_GRC,0.3474634684062621,1,protest,7,model1_markets
fe__country_iso3_HUN,-0.6404238351141515,1,protest,7,model1_markets
fe__country_iso3_IDN,0.7714418677429844,1,protest,7,model1_markets
fe__country_iso3_IND,2.9442030822544867,1,protest,7,model1_markets
fe__country_iso3_IRL,2.1217791598862377,1,protest,7,model1_markets
fe__country_iso3_ITA,0.4550038446988823,1,protest,7,model1_markets
fe__country_iso3_JPN,0.0855573575864565,1,protest,7,model1_markets
fe__country_iso3_KEN,0.1470809772518349,1,protest,7,model1_markets
fe__country_iso3_KOR,1.4440104578539814,1,protest,7,model1_markets
fe__country_iso3_LAO,-1.8433253693609823,1,protest,7,model1_markets
fe__country_iso3_MAR,0.2942859008551775,1,protest,7,model1_markets
