feature,coefficient,fold_id,event_type,horizon,model_name
num__gdelt_protest_7d_lag,1.282245819989323,1,protest,7,model0_persistence
num__gdelt_protest_28d_lag,0.5684214162945348,1,protest,7,model0_persistence
num__gdelt_strike_7d_lag,0.22376483556170593,1,protest,7,model0_persistence
num__gdelt_strike_28d_lag,0.08053813196384059,1,protest,7,model0_persistence
num__gdelt_protest_region_14d,0.1288118068819846,1,protest,7,model0_persistence
num__gdelt_strike_region_14d,0.07694348688070422,1,protest,7,model0_persistence
num__gdelt_protest_7d_lag,0.7968714274979469,1,protest,7,model1_markets
num__gdelt_protest_28d_lag,0.4343695597647174,1,protest,7,model1_markets
num__gdelt_strike_7d_lag,0.33277654440904914,1,protest,7,model1_markets
num__gdelt_strike_28d_lag,0.42555306304972945,1,protest,7,model1_markets
num__gdelt_protest_region_14d,0.2002094137455652,1,protest,7,model1_markets
num__gdelt_strike_region_14d,0.17254441484374852,1,protest,7,model1_markets
num__fx_pct_7d,0.1502148898635213,1,protest,7,model1_markets
num__fx_pct_30d,-0.4241511005402614,1,protest,7,model1_markets
num__fx_pct_90d,-0.03117878684021317,1,protest,7,model1_markets
num__fx_vol_7d,0.01856373500910395,1,protest,7,model1_markets
num__fx_vol_30d,-1.6025911083355424,1,protest,7,model1_markets
num__oil_brent_pct_14d,0.303804496899572,1,protest,7,model1_markets
num__oil_brent_pct_30d,0.16523714632947714,1,protest,7,model1_markets
num__yield_us10y,-1.0297759090663468,1,protest,7,model1_markets
num__fx_pct_30d_z,-0.9836617606863175,1,protest,7,model1_markets
num__fx_vol_30d_z,0.0060009204492259185,1,protest,7,model1_markets
num__oil_brent_pct_30d_z,-0.0485296282883864,1,protest,7,model1_markets
num__copper_pct_30d,-0.23971810416901773,1,protest,7,model1_markets
num__copper_pct_90d,0.5797282625536703,1,protest,7,model1_markets
num__copper_vol_30d,-0.2644879443984745,1,protest,7,model1_markets
num__gold_pct_30d,-0.25327548141969297,1,protest,7,model1_markets
num__gold_vol_30d,0.14670117800585153,1,protest,7,model1_markets
num__platinum_pct_30d,0.2363268998643042,1,protest,7,model1_markets
num__silver_pct_30d,-0.10885564931649586,1,protest,7,model1_markets
num__natgas_pct_30d,-0.4023330230183989,1,protest,7,model1_markets
num__vix_level,-0.30877884915046105,1,protest,7,model1_markets
num__vix_pct_30d,-0.017868393222830417,1,protest,7,model1_markets
num__vix_7d_ma,0.09008285229436018,1,protest,7,model1_markets
num__dxy_level,-0.7274683935213512,1,protest,7,model1_markets
num__dxy_pct_30d,0.39984604805104584,1,protest,7,model1_markets
num__dxy_vol_30d,-0.051053853565847546,1,protest,7,model1_markets
num__oil_brent_pct_30d_lag30d,0.4923829421347807,1,protest,7,model1_markets
num__oil_brent_pct_30d_lag60d,0.1578557431592824,1,protest,7,model1_markets
num__oil_brent_pct_30d_lag90d,0.7075079369616813,1,protest,7,model1_markets
num__vix_pct_30d_lag30d,0.2035124290785936,1,protest,7,model1_markets
num__vix_pct_30d_lag60d,0.48608460795834035,1,protest,7,model1_markets
num__fx_pct_30d_lag30d,0.24091987161685227,1,protest,7,model1_markets
num__fx_pct_30d_lag60d,0.17723998572873262,1,protest,7,model1_markets
num__gdelt_protest_7d_lag,-0.04510886802128529,1,protest,7,model2_full
num__gdelt_protest_28d_lag,2.044234454853719,1,protest,7,model2_full
num__gdelt_strike_7d_lag,0.2023005149108496,1,protest,7,model2_full
num__gdelt_strike_28d_lag,0.27618626242294647,1,protest,7,model2_full
num__gdelt_protest_region_14d,-0.10331102795103217,1,protest,7,model2_full
num__gdelt_strike_region_14d,0.35898646608614904,1,protest,7,model2_full
num__fx_pct_7d,-0.030691311509230886,1,protest,7,model2_full
num__fx_pct_30d,-0.351837478589754,1,protest,7,model2_full
num__fx_pct_90d,0.03646790583201953,1,protest,7,model2_full
num__fx_vol_7d,0.3634527817266819,1,protest,7,model2_full
num__fx_vol_30d,-2.3664501236886917,1,protest,7,model2_full
num__oil_brent_pct_14d,0.6293217438047718,1,protest,7,model2_full
num__oil_brent_pct_30d,0.08136489959045441,1,protest,7,model2_full
num__yield_us10y,-2.540166951072083,1,protest,7,model2_full
num__fx_pct_30d_z,-0.51722342338015,1,protest,7,model2_full
num__fx_vol_30d_z,1.2190616800705356,1,protest,7,model2_full
num__oil_brent_pct_30d_z,-0.5909968829919935,1,protest,7,model2_full
num__copper_pct_30d,-0.6340193705365881,1,protest,7,model2_full
num__copper_pct_90d,0.6972528715396802,1,protest,7,model2_full
num__copper_vol_30d,0.16665250032433104,1,protest,7,model2_full
num__gold_pct_30d,0.09570502209573191,1,protest,7,model2_full
num__gold_vol_30d,-0.03782847031633588,1,protest,7,model2_full
num__platinum_pct_30d,-0.4075346408021654,1,protest,7,model2_full
num__silver_pct_30d,0.2256633769422121,1,protest,7,model2_full
num__natgas_pct_30d,-0.007458298633614198,1,protest,7,model2_full
num__vix_level,-1.0616164600665847,1,protest,7,model2_full
num__vix_pct_30d,0.17027015438892298,1,protest,7,model2_full
num__vix_7d_ma,-1.2728505006026918,1,protest,7,model2_full
num__dxy_level,-0.39982334760233096,1,protest,7,model2_full
num__dxy_pct_30d,0.7684506573836136,1,protest,7,model2_full
num__dxy_vol_30d,0.913780056684092,1,protest,7,model2_full
num__oil_brent_pct_30d_lag30d,0.32626070712089444,1,protest,7,model2_full
num__oil_brent_pct_30d_lag60d,0.08295744716777276,1,protest,7,model2_full
num__oil_brent_pct_30d_lag90d,1.4927083845241889,1,protest,7,model2_full
num__vix_pct_30d_lag30d,0.44674555533805466,1,protest,7,model2_full
num__vix_pct_30d_lag60d,0.2742286440507387,1,protest,7,model2_full
num__fx_pct_30d_lag30d,0.27916235922267413,1,protest,7,model2_full
num__fx_pct_30d_lag60d,0.09781155817206788,1,protest,7,model2_full
num__gdp_growth,-0.21643268026591,1,protest,7,model2_full
num__gdp_per_capita_growth,-0.42401975754817756,1,protest,7,model2_full
num__inflation_cpi_yoy,-0.049934702381165715,1,protest,7,model2_full
num__inflation_cpi_yoy_z,-0.22133241743592696,1,protest,7,model2_full
num__unemployment_total,-0.0499347023811656,1,protest,7,model2_full
num__unemployment_youth,-0.049934702381163494,1,protest,7,model2_full
num__unemployment_sa,-1.5812383334017288,1,protest,7,model2_full
num__unemployment_rate,-1.0575367507734241,1,protest,7,model2_full
num__unemployment_rate_z,1.6445073636379457,1,protest,7,model2_full
num__political_stability_est,-1.0326285528208687,1,protest,7,model2_full
num__voice_accountability_est,-1.1271147576461922,1,protest,7,model2_full
num__government_effectiveness_est,-1.1973432955826904,1,protest,7,model2_full
num__rule_of_law_est,-0.1277249038888579,1,protest,7,model2_full
num__fx_pct_30d_x_instability,-0.48418386361361127,1,protest,7,model2_full
num__oil_brent_pct_30d_x_inflation,0.23136412874182943,1,protest,7,model2_full
num__food_cpi_inflation,-0.03333410372956384,1,protest,7,model2_full
num__food_cpi_inflation_z,-1.299679482299938,1,protest,7,model2_full
num__energy_cpi_inflation,-0.842066630618224,1,protest,7,model2_full
num__energy_cpi_inflation_z,-1.6129197794004264,1,protest,7,model2_full
num__gdelt_protest_7d_lag,-0.08434219590453872,1,protest,7,model3_structural
num__gdelt_protest_28d_lag,2.1417684785438222,1,protest,7,model3_structural
num__gdelt_strike_7d_lag,0.21820289846099014,1,protest,7,model3_structural
num__gdelt_strike_28d_lag,0.21415036680660438,1,protest,7,model3_structural
num__gdelt_protest_region_14d,-0.10869045800276601,1,protest,7,model3_structural
num__gdelt_strike_region_14d,0.3463850719465132,1,protest,7,model3_structural
num__fx_pct_7d,0.06725716119168923,1,protest,7,model3_structural
num__fx_pct_30d,-0.34586543411641885,1,protest,7,model3_structural
num__fx_pct_90d,0.040398932220882956,1,protest,7,model3_structural
num__fx_vol_7d,0.39229772579725075,1,protest,7,model3_structural
num__fx_vol_30d,-2.410078562416059,1,protest,7,model3_structural
num__oil_brent_pct_14d,0.6276337210000685,1,protest,7,model3_structural
num__oil_brent_pct_30d,0.012758263809409545,1,protest,7,model3_structural
num__yield_us10y,-2.5368029078716714,1,protest,7,model3_structural
num__fx_pct_30d_z,-0.46796935766662623,1,protest,7,model3_structural
num__fx_vol_30d_z,1.2425431088295324,1,protest,7,model3_structural
num__oil_brent_pct_30d_z,-0.5121906176337474,1,protest,7,model3_structural
num__copper_pct_30d,-0.3262635160850371,1,protest,7,model3_structural
num__copper_pct_90d,0.653135474609278,1,protest,7,model3_structural
num__copper_vol_30d,0.16979929403819954,1,protest,7,model3_structural
num__gold_pct_30d,0.08623958556935177,1,protest,7,model3_structural
num__gold_vol_30d,-0.023688024189680724,1,protest,7,model3_structural
num__platinum_pct_30d,-0.4228284861458193,1,protest,7,model3_structural
num__silver_pct_30d,0.2116018139063454,1,protest,7,model3_structural
num__natgas_pct_30d,0.0047262863345789155,1,protest,7,model3_structural
num__vix_level,-1.0623960788256797,1,protest,7,model3_structural
num__vix_pct_30d,0.14293046643259874,1,protest,7,model3_structural
num__vix_7d_ma,-1.277672392704956,1,protest,7,model3_structural
