globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl
1239991467,20240425,20250425000000,100,100,10,3,8,1,8,-1.36986301369863,"Quebec, Quebec, Canada",CA,CA10,12750,47.5,-72,-571850,20250425000000,https://medicinehatnews.com/news/national-news/2025/04/24/quebec-court-overturns-out-of-province-tuition-hike-at-english-universities/
1239991475,20250326,20250425000000,173,173,17,4,2,1,2,-8.84086444007862,El Salvador,ES,ES,,13.833333,-88.916667,ES,20250425000000,https://www.marketscreener.com/news/latest/US-judge-orders-return-of-second-migrant-deported-to-El-Salvador-49709586/
1239991477,20250326,20250425000000,174,174,17,4,16,2,16,-4.22821768554811,El Salvador,ES,ES,,13.833333,-88.916667,ES,20250425000000,https://www.winnipegfreepress.com/world/2025/04/24/rulings-coming-fast-and-furious-in-lawsuits-over-trumps-policies-on-immigration-elections-and-dei
1239991478,20250326,20250425000000,174,174,17,4,2,1,2,-4.51770451770452,"Maryland, United States",US,USMD,,39.0724,-76.7902,MD,20250425000000,https://ktar.com/national-news/rulings-coming-fast-and-furious-in-lawsuits-over-trumps-policies-on-immigration-elections-and-dei/5697797/
1239991483,20250418,20250425000000,036,036,03,1,2,1,2,2.77777777777777,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20250425000000,https://redstate.com/wardclark/2025/04/24/trump-names-michael-anton-to-deal-with-iran-on-nukes-n2188269
1239991489,20250418,20250425000000,100,100,10,3,4,1,4,-3.78323108384458,"New Hampshire, United States",US,USNH,,43.4108,-71.5653,NH,20250425000000,https://www.akronlegalnews.com/editorial/36605
1239991495,20250418,20250425000000,071,071,07,2,2,1,2,-2.6378896882494,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,20250425000000,https://ktar.com/arizona-politics-news/disability-spending-bill/5697561/
1239991503,20250425,20250425000000,020,020,02,1,10,1,10,0.80971659919028,"Tirana, Tirane, Albania",AL,AL50,4124,41.3275,19.8189,-108649,20250425000000,https://telegrafi.com/en/veturat-luksoze-ne-shqiperi-biznesmeni-vozit-rolls-royce-ne-vlere-prej-afro-gjysme-milioni-euro-foto/
1239991505,20250425,20250425000000,042,042,04,1,8,1,6,-0.0935453695042097,"Illawarra, Victoria, Australia",AS,AS07,5410,-37.0667,142.7,-1579342,20250425000000,https://www.illawarramercury.com.au/story/8950703/anzac-spirit-honoured-at-wollongongs-2025-dawn-service/?cs=2568
1239991511,20250425,20250425000000,173,173,17,4,8,2,8,-11.3114088087003,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20250425000000,https://www.illawarramercury.com.au/story/8950811/teenagers-alleged-killer-found-dead-days-after-arrest/
1239991514,20250425,20250425000000,190,190,19,4,2,1,2,2.61832829808661,United States,US,US,,39.828175,-98.5795,US,20250425000000,https://www.goderichsignalstar.com:443/news/local-news/tariff-threat-tackled-by-bgos-candidates-at-meeting
1239991516,20250425,20250425000000,192,192,19,4,10,1,10,11.3924050632911,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20250425000000,https://www.globenewswire.com/news-release/2025/04/24/3068029/0/en/Ambia-Energy-Honored-in-the-2025-American-Business-Awards-for-Industry-Leading-Growth-and-Innovation.html
1239991517,20250425,20250425000000,036,036,03,1,10,1,10,0.51369863013699,,,,,,,,20250425000000,https://www.whitecourtstar.com:443/news/rmwb-preparing-suggestions-on-developing-willow-square-aging-in-place-centre
1239991518,20250425,20250425000000,036,036,03,1,30,3,30,2.58215962441314,Canada,CA,CA,,60,-96,CA,20250425000000,https://www.aldergrovestar.com/home2/elections-canada-opts-for-pen-and-paper-not-voting-machines-this-election-7965512
1239991520,20250425,20250425000000,043,043,04,1,3,3,3,-1.34529147982063,"Auyuittuq National Park, Nunavut, Canada",CA,CA14,25042,67.6667,-66,-560451,20250425000000,https://www.aldergrovestar.com/home2/polar-bear-injures-skier-in-nunavuts-remote-auyuittuq-national-park-7965798
1239991523,20250425,20250425000000,057,057,05,1,5,1,5,2.00892857142857,"Prince Edward Island, Prince Edward Island, Canada",CA,CA09,12692,46.3333,-63.5,-571727,20250425000000,https://www.thereminder.ca/the-mix/new-brunswick-newfoundland-and-labrador-sign-agreement-to-knock-down-trade-barriers-10567012
1239991524,20250425,20250425000000,130,130,13,3,6,1,6,-5.3639846743295,"Trent-Severn Waterway, Ontario, Canada",CA,CA08,12678,44.1,-77.5667,-574957,20250425000000,https://www.brightontoday.ca/2025/04/24/flood-warning-remains-in-effect-for-trent-river-from-hastings-to-trenton/
1239991528,20250425,20250425000000,051,051,05,1,1,1,1,-1.75953079178885,China,CH,CH,,35,105,CH,20250425000000,https://www.thecattlesite.com/news/chinese-tariffs-hitting-nearly-one-in-four-canadian-agri-businesses-report
1239991529,20250425,20250425000000,061,061,06,2,1,1,1,2,China,CH,CH,,35,105,CH,20250425000000,https://cowboystatedaily.com/2025/04/24/state-treasurer-plans-to-invest-billions-to-help-bring-manufacturing-to-wyoming/
1239991533,20250425,20250425000000,042,042,04,1,6,1,6,0.35335689045936,Ireland,EI,EI,,53,-8,EI,20250425000000,https://www.donegallive.ie/news/national-news/1786339/irish-president-to-attend-lying-in-state-of-pope-francis.html
1239991535,20250425,20250425000000,042,042,04,1,30,3,30,-1.96188191390111,,,,,,,,20250425000000,https://www.thechronicle-online.com:443/news/local-news/sarnia-police-bylaw-eye-more-collaboration-for-homelessness-response
1239991536,20250425,20250425000000,042,042,04,1,2,1,2,-7.10743801652893,"Ebonyi State, Ebonyi, Nigeria",NI,NI53,191314,6.25,8.08333,9098617,20250425000000,https://saharareporters.com/2025/04/24/exclusive-how-police-federal-lawmaker-chinedu-ogah-used-forged-backdated-court-order
1239991537,20250425,20250425000000,173,173,17,4,36,3,18,-5.42301050411962,Poland,PL,PL,,52,20,PL,20250425000000,https://www.sarniathisweek.com:443/news/man-wanted-by-sarnia-police-just-got-out-of-jail
1239991538,20250425,20250425000000,190,190,19,4,18,3,18,-6.34329012410315,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20250425000000,https://www.sarniathisweek.com:443/news/court-records-id-man-accidentally-shot-in-aamjiwnaang
1239991540,20250425,20250425000000,130,130,13,3,30,3,30,-2.28215767634855,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20250425000000,https://news3lv.com/news/nation-world/sheriffs-says-southern-border-more-secure-warns-about-porous-northern-border-trump-proclaims-strongest-and-safest-southern-border-under-his-watch-immigration
1239991541,20250425,20250425000000,173,173,17,4,2,1,2,-7.23684210526316,"Robbinsdale, Minnesota, United States",US,USMN,MN053,45.0322,-93.3386,650164,20250425000000,https://redstate.com/nick-arama/2025/04/24/hennepin-county-attorney-weighs-in-n2188271
1239991544,20250425,20250425000000,043,043,04,1,6,1,6,-0.462962962962964,"La Paz, La Paz, Bolivia",BL,BL04,40202,-16.5,-68.15,-693412,20250425000000,https://www.theweathernetwork.com/en/news/nature/outdoors/city-nature-challenge
1239991547,20250425,20250425000000,190,190,19,4,10,1,10,-2.27272727272727,,,,,,,,20250425000000,https://www.comoxvalleyrecord.com/local-news/fire-crews-respond-to-fire-at-cumberland-village-hall-7965359
1239991548,20250425,20250425000000,043,043,04,1,30,3,30,2.32558139534884,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,20250425000000,https://wnaw.com/ixp/920/p/harvard-free-massachusetts/
