globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl
1151477370,20230114,20240114000000,042,042,04,1,7,1,7,1.53374233128834,"Chiang Mai, Chiang Mai, Thailand",TH,TH02,26507,18.7904,98.9847,-3247115,20240114000000,https://www.bangkokpost.com/thailand/general/2723682/tat-to-lure-tourists-year-round
1151477371,20230114,20240114000000,141,141,14,3,2,1,2,-7.55148741418764,"Kiev, Ukraine (general), Ukraine",UP,UP00,28554,50.4333,30.5167,-1044367,20240114000000,https://www.bignewsnetwork.com/news/274094441/eu-nation-farmers-block-border-crossing-with-ukraine
1151477372,20230114,20240114000000,012,012,01,1,1,1,1,-4,Australia,AS,AS,,-25,135,AS,20240114000000,https://www.watoday.com.au/politics/federal/new-laws-to-curb-danger-of-high-risk-artificial-intelligence-20240111-p5ewnu.html
1151477374,20230114,20240114000000,020,020,02,1,5,1,5,-4.07124681933842,,,,,,,,20240114000000,https://www.santafenewmexican.com/opinion/editorials/a-short-session-but-a-long-list-of-initiatives/article_76b2c698-b1a3-11ee-8674-93572225d10b.html
1151477376,20230114,20240114000000,020,020,02,1,5,1,5,1.25208681135226,"New Mexico, United States",US,USNM,,34.8375,-106.237,NM,20240114000000,https://www.santafenewmexican.com/news/legislature/lawmakers-will-again-push-for-more-tribal-control-over-how-indigenous-children-are-educated/article_08c3cc58-b235-11ee-80ac-8bc24d47f38b.html
1151477378,20230114,20240114000000,112,112,11,3,10,1,10,-5.14064015518914,,,,,,,,20240114000000,https://www.themercury.com.au/news/breaking-news/mans-court-claim-as-religious-cult-to-stand-trial-over-8yos-death/news-story/33faded64e8814cd86eb2529688fc384?nk=bf3fd06f94d408e3f57ec1c6a63966a1-1705189576
1151477379,20230114,20240114000000,173,173,17,4,8,1,8,-2.59391771019678,"Traverse City, Michigan, United States",US,USMI,,44.7631,-85.6206,1615042,20240114000000,https://www.record-eagle.com/news/local_news/vindicated-jury-acquits-former-state-rep-larry-inman-of-public-corruption-charges/article_e574a234-b1a5-11ee-b05b-1f1262bf222a.html
1151477382,20230114,20240114000000,110,110,11,3,4,1,4,-5.95238095238095,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20240114000000,https://www.k101fm.net/syndicated-article/?id=1543635
1151477384,20231215,20240114000000,020,020,02,1,10,1,10,-2.13143872113676,Ethiopia,ET,ET,,8,38,ET,20240114000000,https://www.kezi.com/news/us-intensifies-oversight-of-boeing-will-begin-production-audits-after-latest-mishap-for-planemaker/article_9fd8dfc9-d2e6-5eb3-8c5b-890375588c8e.html
1151477387,20231215,20240114000000,112,112,11,3,3,1,3,-4.62555066079295,Lebanon,LE,LE,,33.833333,35.833333,LE,20240114000000,https://www.wcpo.com/news/local-news/warren-county/lebanon/lebanon-man-accused-of-grabbing-5-year-old-boy-touching-him-in-public-restroom
