iso3,month,event_count,fatalities,severity_score
GRC,2020-05-01,103,0,103
GRC,2020-06-01,75,1,76
GRC,2020-07-01,46,1,47
GRC,2020-08-01,21,0,21
GRC,2020-09-01,132,0,132
GRC,2020-10-01,66,0,66
GRC,2020-11-01,46,0,46
GRC,2020-12-01,45,0,45
GRC,2021-01-01,50,0,50
GRC,2021-02-01,107,0,107
GRC,2021-03-01,108,4,112
GRC,2021-04-01,58,1,59
GRC,2021-05-01,53,0,53
GRC,2021-06-01,46,0,46
GRC,2021-07-01,44,0,44
GRC,2021-08-01,17,0,17
GRC,2021-09-01,73,2,75
GRC,2021-10-01,100,0,100
GRC,2021-11-01,67,0,67
GRC,2021-12-01,46,0,46
GRC,2022-01-01,64,0,64
GRC,2022-02-01,154,0,154
GRC,2022-03-01,66,0,66
GRC,2022-04-01,48,1,49
GRC,2022-05-01,62,0,62
GRC,2022-06-01,55,0,55
GRC,2022-07-01,37,0,37
GRC,2022-08-01,32,1,33
GRC,2022-09-01,57,9,66
GRC,2022-10-01,51,27,78
GRC,2022-11-01,45,29,74
GRC,2022-12-01,81,3,84
GRC,2023-01-01,65,0,65
GRC,2023-02-01,61,10,71
GRC,2023-03-01,122,7,129
GRC,2023-04-01,51,1,52
GRC,2023-05-01,58,9,67
GRC,2023-06-01,55,82,137
GRC,2023-07-01,50,2,52
GRC,2023-08-01,82,25,107
GRC,2023-09-01,64,2,66
GRC,2023-10-01,83,5,88
GRC,2023-11-01,104,3,107
GRC,2023-12-01,81,0,81
GRC,2024-01-01,150,5,155
GRC,2024-02-01,245,0,245
GRC,2024-03-01,70,0,70
GRC,2024-04-01,55,4,59
GRC,2024-05-01,43,1,44
GRC,2024-06-01,34,0,34
GRC,2024-07-01,47,1,48
GRC,2024-08-01,32,1,33
GRC,2024-09-01,60,7,67
GRC,2024-10-01,54,8,62
GRC,2024-11-01,50,17,67
GRC,2024-12-01,53,15,68
GRC,2025-01-01,271,2,273
GRC,2025-02-01,145,3,148
HUN,2020-01-01,10,0,10
HUN,2020-02-01,22,0,22
HUN,2020-03-01,15,0,15
HUN,2020-04-01,4,0,4
HUN,2020-05-01,9,0,9
HUN,2020-06-01,16,0,16
HUN,2020-07-01,15,0,15
HUN,2020-08-01,15,0,15
HUN,2020-09-01,47,0,47
HUN,2020-10-01,35,0,35
HUN,2020-11-01,15,0,15
HUN,2020-12-01,5,0,5
HUN,2021-01-01,3,0,3
HUN,2021-02-01,5,0,5
HUN,2021-03-01,5,0,5
HUN,2021-04-01,5,0,5
HUN,2021-05-01,12,0,12
HUN,2021-06-01,25,0,25
HUN,2021-07-01,14,0,14
HUN,2021-08-01,10,0,10
HUN,2021-09-01,15,0,15
HUN,2021-10-01,12,0,12
HUN,2021-11-01,12,0,12
HUN,2021-12-01,23,0,23
HUN,2022-01-01,7,0,7
HUN,2022-02-01,40,0,40
HUN,2022-03-01,28,0,28
HUN,2022-04-01,18,0,18
HUN,2022-05-01,7,0,7
HUN,2022-06-01,6,0,6
HUN,2022-07-01,32,0,32
HUN,2022-08-01,18,0,18
HUN,2022-09-01,31,0,31
HUN,2022-10-01,134,0,134
HUN,2022-11-01,70,0,70
HUN,2022-12-01,38,0,38
HUN,2023-01-01,17,0,17
HUN,2023-02-01,24,0,24
HUN,2023-03-01,19,0,19
HUN,2023-04-01,15,0,15
HUN,2023-05-01,14,0,14
HUN,2023-06-01,32,0,32
HUN,2023-07-01,10,0,10
HUN,2023-08-01,9,0,9
HUN,2023-09-01,15,0,15
HUN,2023-10-01,30,0,30
HUN,2023-11-01,15,0,15
HUN,2023-12-01,6,0,6
HUN,2024-01-01,13,0,13
HUN,2024-02-01,38,0,38
HUN,2024-03-01,17,0,17
HUN,2024-04-01,14,0,14
HUN,2024-05-01,9,0,9
HUN,2024-06-01,14,0,14
HUN,2024-07-01,2,0,2
HUN,2024-08-01,9,0,9
HUN,2024-09-01,17,0,17
HUN,2024-10-01,15,0,15
HUN,2024-11-01,10,0,10
HUN,2024-12-01,6,0,6
HUN,2025-01-01,4,0,4
HUN,2025-02-01,13,0,13
IDN,2017-01-01,9,3,12
IDN,2017-02-01,10,5,15
IDN,2017-03-01,28,2,30
IDN,2017-04-01,18,7,25
IDN,2017-05-01,52,18,70
IDN,2017-06-01,15,3,18
IDN,2017-07-01,28,2,30
IDN,2017-08-01,35,3,38
IDN,2017-09-01,24,0,24
IDN,2017-10-01,39,4,43
IDN,2017-11-01,23,5,28
IDN,2017-12-01,51,1,52
IDN,2018-01-01,67,2,69
IDN,2018-02-01,74,3,77
IDN,2018-03-01,106,0,106
IDN,2018-04-01,115,8,123
IDN,2018-05-01,87,53,140
IDN,2018-06-01,56,19,75
IDN,2018-07-01,73,25,98
IDN,2018-08-01,75,4,79
IDN,2018-09-01,126,4,130
IDN,2018-10-01,78,11,89
IDN,2018-11-01,103,7,110
IDN,2018-12-01,132,38,170
IDN,2019-01-01,64,4,68
IDN,2019-02-01,80,4,84
IDN,2019-03-01,95,22,117
IDN,2019-04-01,96,7,103
IDN,2019-05-01,145,15,160
IDN,2019-06-01,72,9,81
IDN,2019-07-01,108,12,120
IDN,2019-08-01,208,20,228
IDN,2019-09-01,326,79,405
IDN,2019-10-01,134,9,143
IDN,2019-11-01,155,8,163
IDN,2019-12-01,147,13,160
IDN,2020-01-01,125,3,128
IDN,2020-02-01,144,10,154
IDN,2020-03-01,151,17,168
IDN,2020-04-01,80,23,103
IDN,2020-05-01,76,10,86
IDN,2020-06-01,156,5,161
IDN,2020-07-01,247,5,252
IDN,2020-08-01,215,14,229
IDN,2020-09-01,189,18,207
IDN,2020-10-01,343,6,349
IDN,2020-11-01,164,14,178
IDN,2020-12-01,122,9,131
IDN,2021-01-01,89,20,109
IDN,2021-02-01,118,13,131
IDN,2021-03-01,181,9,190
IDN,2021-04-01,155,18,173
IDN,2021-05-01,214,17,231
IDN,2021-06-01,168,11,179
IDN,2021-07-01,156,4,160
IDN,2021-08-01,172,7,179
IDN,2021-09-01,213,17,230
IDN,2021-10-01,239,13,252
IDN,2021-11-01,296,5,301
IDN,2021-12-01,253,4,257
IDN,2022-01-01,258,14,272
IDN,2022-02-01,221,7,228
IDN,2022-03-01,321,18,339
IDN,2022-04-01,270,10,280
IDN,2022-05-01,207,10,217
IDN,2022-06-01,253,10,263
IDN,2022-07-01,231,22,253
IDN,2022-08-01,254,7,261
IDN,2022-09-01,708,9,717
IDN,2022-10-01,247,137,384
IDN,2022-11-01,246,9,255
IDN,2022-12-01,243,13,256
IDN,2023-01-01,222,11,233
IDN,2023-02-01,207,16,223
IDN,2023-03-01,312,19,331
IDN,2023-04-01,208,27,235
IDN,2023-05-01,378,9,387
IDN,2023-06-01,271,7,278
IDN,2023-07-01,283,18,301
IDN,2023-08-01,345,23,368
IDN,2023-09-01,298,32,330
IDN,2023-10-01,388,23,411
IDN,2023-11-01,396,27,423
IDN,2023-12-01,267,7,274
IDN,2024-01-01,245,19,264
IDN,2024-02-01,360,7,367
IDN,2024-03-01,309,7,316
IDN,2024-04-01,204,12,216
IDN,2024-05-01,386,11,397
IDN,2024-06-01,263,14,277
IDN,2024-07-01,309,13,322
IDN,2024-08-01,488,10,498
IDN,2024-09-01,344,18,362
IDN,2024-10-01,360,18,378
IDN,2024-11-01,358,15,373
IDN,2024-12-01,426,20,446
IDN,2025-01-01,370,10,380
IDN,2025-02-01,415,5,420
IND,2017-01-01,1418,109,1527
IND,2017-02-01,1209,109,1318
IND,2017-03-01,1351,112,1463
IND,2017-04-01,1312,148,1460
IND,2017-05-01,1111,153,1264
IND,2017-06-01,1252,163,1415
IND,2017-07-01,1102,104,1206
IND,2017-08-01,1087,128,1215
IND,2017-09-01,1013,95,1108
IND,2017-10-01,973,88,1061
IND,2017-11-01,946,89,1035
IND,2017-12-01,1096,101,1197
IND,2018-01-01,1346,154,1500
IND,2018-02-01,1109,128,1237
IND,2018-03-01,1292,175,1467
IND,2018-04-01,1824,250,2074
IND,2018-05-01,1485,263,1748
IND,2018-06-01,1276,185,1461
IND,2018-07-01,1426,139,1565
IND,2018-08-01,1769,213,1982
IND,2018-09-01,2040,155,2195
IND,2018-10-01,1659,145,1804
IND,2018-11-01,1586,183,1769
IND,2018-12-01,1835,131,1966
IND,2019-01-01,2140,105,2245
IND,2019-02-01,2330,166,2496
IND,2019-03-01,1600,114,1714
IND,2019-04-01,1862,119,1981
IND,2019-05-01,2022,157,2179
IND,2019-06-01,1876,179,2055
IND,2019-07-01,2101,152,2253
IND,2019-08-01,2165,143,2308
IND,2019-09-01,1884,98,1982
IND,2019-10-01,1831,134,1965
IND,2019-11-01,1764,66,1830
IND,2019-12-01,2032,77,2109
IND,2020-01-01,1966,67,2033
IND,2020-02-01,1517,117,1634
IND,2020-03-01,948,100,1048
IND,2020-04-01,690,115,805
IND,2020-05-01,1108,114,1222
IND,2020-06-01,1450,196,1646
IND,2020-07-01,1419,111,1530
IND,2020-08-01,1365,113,1478
IND,2020-09-01,2160,114,2274
IND,2020-10-01,1972,112,2084
IND,2020-11-01,1536,108,1644
IND,2020-12-01,1952,72,2024
IND,2021-01-01,1598,61,1659
IND,2021-02-01,1813,46,1859
IND,2021-03-01,1707,92,1799
IND,2021-04-01,1167,114,1281
IND,2021-05-01,950,118,1068
IND,2021-06-01,1490,79,1569
IND,2021-07-01,1643,93,1736
IND,2021-08-01,1628,85,1713
IND,2021-09-01,1786,46,1832
IND,2021-10-01,1646,86,1732
IND,2021-11-01,1159,105,1264
IND,2021-12-01,1429,94,1523
IND,2022-01-01,1211,89,1300
IND,2022-02-01,1487,70,1557
IND,2022-03-01,1686,118,1804
IND,2022-04-01,1545,97,1642
IND,2022-05-01,1398,100,1498
IND,2022-06-01,2077,92,2169
IND,2022-07-01,1726,49,1775
IND,2022-08-01,1601,70,1671
IND,2022-09-01,1707,55,1762
IND,2022-10-01,1245,52,1297
IND,2022-11-01,1188,60,1248
IND,2022-12-01,1350,38,1388
IND,2023-01-01,1389,49,1438
IND,2023-02-01,1430,62,1492
IND,2023-03-01,1866,51,1917
IND,2023-04-01,1547,75,1622
IND,2023-05-01,1787,170,1957
IND,2023-06-01,2249,143,2392
IND,2023-07-01,2411,186,2597
IND,2023-08-01,2098,120,2218
IND,2023-09-01,2253,91,2344
IND,2023-10-01,1988,74,2062
IND,2023-11-01,1749,94,1843
IND,2023-12-01,2164,90,2254
IND,2024-01-01,2128,101,2229
IND,2024-02-01,2651,81,2732
IND,2024-03-01,2359,73,2432
IND,2024-04-01,1677,133,1810
IND,2024-05-01,1946,110,2056
IND,2024-06-01,2480,125,2605
IND,2024-07-01,2371,127,2498
IND,2024-08-01,3134,65,3199
IND,2024-09-01,2480,92,2572
IND,2024-10-01,2275,127,2402
IND,2024-11-01,1697,88,1785
IND,2024-12-01,2434,92,2526
IND,2025-01-01,1813,104,1917
IND,2025-02-01,1465,93,1558
IRL,2020-01-01,32,0,32
IRL,2020-02-01,47,0,47
IRL,2020-03-01,11,0,11
IRL,2020-04-01,14,0,14
IRL,2020-05-01,16,0,16
IRL,2020-06-01,40,0,40
IRL,2020-07-01,39,0,39
IRL,2020-08-01,18,0,18
IRL,2020-09-01,38,0,38
IRL,2020-10-01,26,0,26
IRL,2020-11-01,6,0,6
IRL,2020-12-01,13,0,13
IRL,2021-01-01,15,0,15
IRL,2021-02-01,2,0,2
IRL,2021-03-01,21,0,21
IRL,2021-04-01,5,0,5
IRL,2021-05-01,33,0,33
IRL,2021-06-01,18,0,18
IRL,2021-07-01,18,0,18
IRL,2021-08-01,10,0,10
IRL,2021-09-01,22,0,22
IRL,2021-10-01,30,0,30
IRL,2021-11-01,30,0,30
IRL,2021-12-01,16,0,16
IRL,2022-01-01,15,0,15
IRL,2022-02-01,17,0,17
IRL,2022-03-01,23,0,23
IRL,2022-04-01,36,0,36
IRL,2022-05-01,24,0,24
IRL,2022-06-01,27,0,27
IRL,2022-07-01,27,0,27
IRL,2022-08-01,23,0,23
IRL,2022-09-01,23,0,23
IRL,2022-10-01,18,0,18
IRL,2022-11-01,35,0,35
IRL,2022-12-01,15,0,15
IRL,2023-01-01,46,0,46
IRL,2023-02-01,37,0,37
IRL,2023-03-01,28,0,28
IRL,2023-04-01,21,0,21
IRL,2023-05-01,24,0,24
IRL,2023-06-01,35,0,35
IRL,2023-07-01,31,0,31
IRL,2023-08-01,25,0,25
IRL,2023-09-01,28,0,28
IRL,2023-10-01,51,0,51
IRL,2023-11-01,19,0,19
IRL,2023-12-01,25,0,25
IRL,2024-01-01,41,0,41
IRL,2024-02-01,77,0,77
IRL,2024-03-01,48,0,48
IRL,2024-04-01,27,0,27
IRL,2024-05-01,40,0,40
IRL,2024-06-01,25,0,25
IRL,2024-07-01,64,0,64
IRL,2024-08-01,25,0,25
IRL,2024-09-01,17,0,17
IRL,2024-10-01,34,0,34
IRL,2024-11-01,40,0,40
IRL,2024-12-01,10,0,10
IRL,2025-01-01,10,0,10
IRL,2025-02-01,9,0,9
ITA,2020-01-01,468,0,468
ITA,2020-02-01,455,0,455
ITA,2020-03-01,115,0,115
ITA,2020-04-01,106,0,106
ITA,2020-05-01,841,0,841
ITA,2020-06-01,814,0,814
ITA,2020-07-01,524,0,524
ITA,2020-08-01,258,0,258
ITA,2020-09-01,406,0,406
ITA,2020-10-01,818,0,818
ITA,2020-11-01,697,0,697
ITA,2020-12-01,455,0,455
ITA,2021-01-01,588,0,588
ITA,2021-02-01,608,0,608
ITA,2021-03-01,891,0,891
ITA,2021-04-01,799,0,799
ITA,2021-05-01,801,0,801
ITA,2021-06-01,552,1,553
ITA,2021-07-01,600,0,600
ITA,2021-08-01,289,0,289
ITA,2021-09-01,613,0,613
ITA,2021-10-01,851,0,851
ITA,2021-11-01,641,0,641
ITA,2021-12-01,458,0,458
ITA,2022-01-01,373,0,373
ITA,2022-02-01,893,0,893
ITA,2022-03-01,837,0,837
ITA,2022-04-01,343,0,343
ITA,2022-05-01,329,0,329
ITA,2022-06-01,238,0,238
ITA,2022-07-01,257,0,257
ITA,2022-08-01,120,0,120
ITA,2022-09-01,337,0,337
ITA,2022-10-01,436,0,436
ITA,2022-11-01,400,0,400
ITA,2022-12-01,312,1,313
ITA,2023-01-01,265,0,265
ITA,2023-02-01,350,0,350
ITA,2023-03-01,405,0,405
ITA,2023-04-01,272,0,272
ITA,2023-05-01,351,0,351
ITA,2023-06-01,259,0,259
ITA,2023-07-01,252,0,252
ITA,2023-08-01,128,0,128
ITA,2023-09-01,261,0,261
ITA,2023-10-01,259,0,259
ITA,2023-11-01,327,0,327
ITA,2023-12-01,204,0,204
ITA,2024-01-01,290,0,290
ITA,2024-02-01,444,0,444
ITA,2024-03-01,291,0,291
ITA,2024-04-01,247,0,247
ITA,2024-05-01,266,0,266
ITA,2024-06-01,232,0,232
ITA,2024-07-01,229,0,229
ITA,2024-08-01,143,0,143
ITA,2024-09-01,272,0,272
ITA,2024-10-01,289,0,289
ITA,2024-11-01,335,0,335
ITA,2024-12-01,171,0,171
ITA,2025-01-01,269,0,269
ITA,2025-02-01,220,0,220
JPN,2018-01-01,110,0,110
JPN,2018-02-01,133,0,133
JPN,2018-03-01,280,0,280
JPN,2018-04-01,185,0,185
JPN,2018-05-01,156,0,156
JPN,2018-06-01,108,0,108
JPN,2018-07-01,120,0,120
JPN,2018-08-01,128,0,128
JPN,2018-09-01,126,0,126
JPN,2018-10-01,104,0,104
JPN,2018-11-01,108,0,108
JPN,2018-12-01,118,0,118
JPN,2019-01-01,90,0,90
JPN,2019-02-01,99,0,99
JPN,2019-03-01,145,0,145
JPN,2019-04-01,84,0,84
JPN,2019-05-01,112,0,112
JPN,2019-06-01,136,0,136
JPN,2019-07-01,76,0,76
JPN,2019-08-01,83,0,83
JPN,2019-09-01,120,0,120
JPN,2019-10-01,123,0,123
JPN,2019-11-01,158,0,158
JPN,2019-12-01,109,0,109
JPN,2020-01-01,125,0,125
JPN,2020-02-01,148,0,148
JPN,2020-03-01,136,0,136
JPN,2020-04-01,42,0,42
JPN,2020-05-01,83,0,83
JPN,2020-06-01,106,0,106
JPN,2020-07-01,147,0,147
JPN,2020-08-01,234,0,234
JPN,2020-09-01,218,0,218
JPN,2020-10-01,105,0,105
JPN,2020-11-01,109,0,109
JPN,2020-12-01,113,0,113
JPN,2021-01-01,87,0,87
JPN,2021-02-01,119,0,119
JPN,2021-03-01,179,0,179
JPN,2021-04-01,146,0,146
JPN,2021-05-01,154,0,154
JPN,2021-06-01,116,0,116
JPN,2021-07-01,127,0,127
JPN,2021-08-01,67,0,67
JPN,2021-09-01,99,0,99
JPN,2021-10-01,111,0,111
JPN,2021-11-01,113,0,113
JPN,2021-12-01,113,0,113
JPN,2022-01-01,81,0,81
JPN,2022-02-01,115,0,115
JPN,2022-03-01,328,0,328
JPN,2022-04-01,141,0,141
JPN,2022-05-01,154,0,154
JPN,2022-06-01,117,0,117
JPN,2022-07-01,81,1,82
JPN,2022-08-01,77,0,77
JPN,2022-09-01,181,0,181
JPN,2022-10-01,91,0,91
JPN,2022-11-01,121,0,121
JPN,2022-12-01,117,0,117
JPN,2023-01-01,109,0,109
JPN,2023-02-01,168,0,168
JPN,2023-03-01,156,0,156
JPN,2023-04-01,129,0,129
JPN,2023-05-01,227,0,227
JPN,2023-06-01,152,0,152
JPN,2023-07-01,149,0,149
JPN,2023-08-01,84,0,84
JPN,2023-09-01,103,0,103
JPN,2023-10-01,185,0,185
JPN,2023-11-01,168,0,168
JPN,2023-12-01,163,0,163
JPN,2024-01-01,141,0,141
JPN,2024-02-01,176,0,176
JPN,2024-03-01,245,0,245
JPN,2024-04-01,166,0,166
JPN,2024-05-01,231,0,231
JPN,2024-06-01,170,0,170
JPN,2024-07-01,142,0,142
JPN,2024-08-01,134,0,134
JPN,2024-09-01,124,0,124
JPN,2024-10-01,174,0,174
JPN,2024-11-01,131,0,131
JPN,2024-12-01,132,0,132
JPN,2025-01-01,134,0,134
JPN,2025-02-01,111,0,111
KEN,2017-01-01,28,23,51
KEN,2017-02-01,42,38,80
KEN,2017-03-01,63,71,134
KEN,2017-04-01,121,57,178
KEN,2017-05-01,105,89,194
KEN,2017-06-01,68,63,131
KEN,2017-07-01,72,91,163
KEN,2017-08-01,136,111,247
KEN,2017-09-01,56,35,91
KEN,2017-10-01,193,60,253
KEN,2017-11-01,56,89,145
KEN,2017-12-01,13,20,33
KEN,2018-01-01,55,51,106
KEN,2018-02-01,60,44,104
KEN,2018-03-01,32,26,58
KEN,2018-04-01,43,22,65
KEN,2018-05-01,47,31,78
KEN,2018-06-01,49,21,70
KEN,2018-07-01,57,19,76
KEN,2018-08-01,51,28,79
KEN,2018-09-01,100,107,207
KEN,2018-10-01,53,44,97
KEN,2018-11-01,59,38,97
KEN,2018-12-01,39,26,65
KEN,2019-01-01,45,38,83
KEN,2019-02-01,27,22,49
KEN,2019-03-01,40,17,57
KEN,2019-04-01,33,22,55
KEN,2019-05-01,39,28,67
KEN,2019-06-01,30,26,56
KEN,2019-07-01,30,11,41
KEN,2019-08-01,27,16,43
KEN,2019-09-01,60,41,101
KEN,2019-10-01,61,36,97
KEN,2019-11-01,38,31,69
KEN,2019-12-01,57,52,109
KEN,2020-01-01,70,36,106
KEN,2020-02-01,36,26,62
KEN,2020-03-01,53,44,97
KEN,2020-04-01,47,33,80
KEN,2020-05-01,62,39,101
KEN,2020-06-01,38,33,71
KEN,2020-07-01,54,24,78
KEN,2020-08-01,58,14,72
KEN,2020-09-01,47,43,90
KEN,2020-10-01,42,15,57
KEN,2020-11-01,45,32,77
KEN,2020-12-01,38,20,58
KEN,2021-01-01,65,51,116
KEN,2021-02-01,27,3,30
KEN,2021-03-01,26,13,39
KEN,2021-04-01,19,13,32
KEN,2021-05-01,49,38,87
KEN,2021-06-01,50,66,116
KEN,2021-07-01,61,69,130
KEN,2021-08-01,59,23,82
KEN,2021-09-01,86,45,131
KEN,2021-10-01,69,63,132
KEN,2021-11-01,71,61,132
KEN,2021-12-01,71,57,128
KEN,2022-01-01,114,104,218
KEN,2022-02-01,115,87,202
KEN,2022-03-01,164,92,256
KEN,2022-04-01,210,40,250
KEN,2022-05-01,151,31,182
KEN,2022-06-01,173,48,221
KEN,2022-07-01,188,44,232
KEN,2022-08-01,199,38,237
KEN,2022-09-01,111,47,158
KEN,2022-10-01,155,41,196
KEN,2022-11-01,159,57,216
KEN,2022-12-01,117,62,179
KEN,2023-01-01,163,96,259
KEN,2023-02-01,200,113,313
KEN,2023-03-01,307,85,392
KEN,2023-04-01,172,55,227
KEN,2023-05-01,237,73,310
KEN,2023-06-01,203,90,293
KEN,2023-07-01,317,109,426
KEN,2023-08-01,170,118,288
KEN,2023-09-01,213,107,320
KEN,2023-10-01,217,53,270
KEN,2023-11-01,192,58,250
KEN,2023-12-01,164,59,223
KEN,2024-01-01,236,54,290
KEN,2024-02-01,227,53,280
KEN,2024-03-01,231,93,324
KEN,2024-04-01,179,50,229
KEN,2024-05-01,299,47,346
KEN,2024-06-01,344,108,452
KEN,2024-07-01,373,93,466
KEN,2024-08-01,351,61,412
KEN,2024-09-01,372,82,454
KEN,2024-10-01,274,77,351
KEN,2024-11-01,254,38,292
KEN,2024-12-01,237,36,273
KEN,2025-01-01,265,58,323
KEN,2025-02-01,174,78,252
KOR,2018-01-01,277,0,277
KOR,2018-02-01,254,0,254
KOR,2018-03-01,308,0,308
KOR,2018-04-01,320,0,320
KOR,2018-05-01,312,0,312
KOR,2018-06-01,287,0,287
KOR,2018-07-01,291,0,291
KOR,2018-08-01,429,0,429
KOR,2018-09-01,327,0,327
KOR,2018-10-01,359,0,359
KOR,2018-11-01,426,0,426
KOR,2018-12-01,433,0,433
KOR,2019-01-01,485,0,485
KOR,2019-02-01,307,0,307
KOR,2019-03-01,404,0,404
KOR,2019-04-01,402,0,402
KOR,2019-05-01,505,0,505
KOR,2019-06-01,582,0,582
KOR,2019-07-01,503,0,503
KOR,2019-08-01,502,0,502
KOR,2019-09-01,412,0,412
KOR,2019-10-01,458,0,458
KOR,2019-11-01,490,0,490
KOR,2019-12-01,465,0,465
KOR,2020-01-01,341,0,341
KOR,2020-02-01,295,0,295
KOR,2020-03-01,357,0,357
KOR,2020-04-01,295,0,295
KOR,2020-05-01,299,0,299
KOR,2020-06-01,489,0,489
KOR,2020-07-01,564,0,564
KOR,2020-08-01,410,0,410
KOR,2020-09-01,482,0,482
KOR,2020-10-01,546,0,546
KOR,2020-11-01,503,0,503
KOR,2020-12-01,446,0,446
KOR,2021-01-01,388,0,388
KOR,2021-02-01,485,0,485
KOR,2021-03-01,679,0,679
KOR,2021-04-01,688,0,688
KOR,2021-05-01,571,0,571
KOR,2021-06-01,699,0,699
KOR,2021-07-01,384,0,384
KOR,2021-08-01,365,0,365
KOR,2021-09-01,448,0,448
KOR,2021-10-01,520,0,520
KOR,2021-11-01,602,0,602
KOR,2021-12-01,549,0,549
KOR,2022-01-01,462,0,462
KOR,2022-02-01,505,0,505
KOR,2022-03-01,476,0,476
KOR,2022-04-01,577,0,577
KOR,2022-05-01,554,0,554
KOR,2022-06-01,567,0,567
KOR,2022-07-01,519,0,519
KOR,2022-08-01,460,0,460
KOR,2022-09-01,464,0,464
KOR,2022-10-01,464,0,464
KOR,2022-11-01,556,0,556
KOR,2022-12-01,477,0,477
KOR,2023-01-01,321,0,321
KOR,2023-02-01,478,0,478
KOR,2023-03-01,687,0,687
KOR,2023-04-01,573,0,573
KOR,2023-05-01,638,0,638
KOR,2023-06-01,632,0,632
KOR,2023-07-01,566,0,566
KOR,2023-08-01,560,0,560
KOR,2023-09-01,555,0,555
KOR,2023-10-01,398,0,398
KOR,2023-11-01,550,0,550
KOR,2023-12-01,386,0,386
KOR,2024-01-01,424,0,424
KOR,2024-02-01,409,0,409
KOR,2024-03-01,516,0,516
KOR,2024-04-01,399,0,399
KOR,2024-05-01,476,0,476
KOR,2024-06-01,434,0,434
KOR,2024-07-01,490,0,490
KOR,2024-08-01,414,0,414
KOR,2024-09-01,425,0,425
KOR,2024-10-01,458,0,458
KOR,2024-11-01,569,0,569
KOR,2024-12-01,855,0,855
KOR,2025-01-01,426,0,426
KOR,2025-02-01,339,0,339
LAO,2017-02-01,1,1,2
LAO,2017-05-01,1,1,2
LAO,2017-06-01,1,1,2
LAO,2017-07-01,3,1,4
LAO,2017-09-01,2,0,2
LAO,2018-05-01,1,0,1
LAO,2018-12-01,2,0,2
LAO,2019-04-01,1,1,2
LAO,2019-09-01,2,1,3
LAO,2019-11-01,1,0,1
LAO,2020-03-01,1,0,1
LAO,2020-04-01,1,0,1
LAO,2020-07-01,1,1,2
LAO,2020-12-01,1,1,2
LAO,2021-03-01,1,1,2
LAO,2021-08-01,1,0,1
LAO,2022-01-01,1,0,1
LAO,2022-02-01,1,0,1
LAO,2023-04-01,1,0,1
LAO,2023-05-01,1,0,1
LAO,2024-01-01,1,0,1
MAR,2017-01-01,6,0,6
MAR,2017-02-01,6,0,6
MAR,2017-03-01,8,0,8
MAR,2017-04-01,6,0,6
MAR,2017-05-01,37,1,38
MAR,2017-06-01,33,0,33
MAR,2017-07-01,10,1,11
MAR,2017-08-01,15,0,15
MAR,2017-09-01,13,2,15
MAR,2017-10-01,19,0,19
MAR,2017-11-01,11,0,11
MAR,2017-12-01,21,0,21
MAR,2018-01-01,32,0,32
MAR,2018-02-01,13,0,13
MAR,2018-03-01,22,0,22
MAR,2018-04-01,16,0,16
MAR,2018-05-01,14,1,15
MAR,2018-06-01,9,0,9
MAR,2018-07-01,12,0,12
MAR,2018-08-01,11,1,12
MAR,2018-09-01,8,1,9
MAR,2018-10-01,13,2,15
MAR,2018-11-01,35,0,35
MAR,2018-12-01,53,2,55
MAR,2019-01-01,70,0,70
MAR,2019-02-01,76,0,76
MAR,2019-03-01,136,0,136
MAR,2019-04-01,81,1,82
MAR,2019-05-01,94,0,94
MAR,2019-06-01,37,1,38
MAR,2019-07-01,72,4,76
MAR,2019-08-01,43,0,43
MAR,2019-09-01,72,0,72
MAR,2019-10-01,56,0,56
MAR,2019-11-01,76,0,76
MAR,2019-12-01,64,0,64
MAR,2020-01-01,64,0,64
MAR,2020-02-01,107,0,107
MAR,2020-03-01,102,0,102
MAR,2020-04-01,41,0,41
MAR,2020-05-01,54,1,55
MAR,2020-06-01,122,0,122
MAR,2020-07-01,120,0,120
MAR,2020-08-01,144,0,144
MAR,2020-09-01,139,0,139
MAR,2020-10-01,169,0,169
MAR,2020-11-01,165,0,165
MAR,2020-12-01,158,3,161
MAR,2021-01-01,111,0,111
MAR,2021-02-01,144,4,148
MAR,2021-03-01,168,0,168
MAR,2021-04-01,129,6,135
MAR,2021-05-01,215,3,218
MAR,2021-06-01,87,0,87
MAR,2021-07-01,86,0,86
MAR,2021-08-01,65,0,65
MAR,2021-09-01,110,11,121
MAR,2021-10-01,145,2,147
MAR,2021-11-01,213,14,227
MAR,2021-12-01,168,7,175
MAR,2022-01-01,92,7,99
MAR,2022-02-01,133,0,133
MAR,2022-03-01,191,5,196
MAR,2022-04-01,119,0,119
MAR,2022-05-01,119,0,119
MAR,2022-06-01,103,25,128
MAR,2022-07-01,66,3,69
MAR,2022-08-01,71,0,71
MAR,2022-09-01,105,4,109
MAR,2022-10-01,169,1,170
MAR,2022-11-01,192,11,203
MAR,2022-12-01,95,0,95
MAR,2023-01-01,79,4,83
MAR,2023-02-01,155,0,155
MAR,2023-03-01,138,1,139
MAR,2023-04-01,153,0,153
MAR,2023-05-01,128,2,130
MAR,2023-06-01,90,0,90
MAR,2023-07-01,64,2,66
MAR,2023-08-01,88,1,89
MAR,2023-09-01,64,5,69
MAR,2023-10-01,415,6,421
MAR,2023-11-01,481,9,490
MAR,2023-12-01,359,8,367
MAR,2024-01-01,294,7,301
