url,source_title,llm_disruption_type,expert_disruption_type,expert_probability,disruption_type,classification_source,event_date,publish_date,location_name,duration_hours,extras,confidence
https://eturbonews.com/violent-protests-france/,,unknown,protests,0.974021341588338,protests,expert,2025-01-02,2025-01-02,,,{},0.0
https://asianews.network/china-conducts-naval-blockade-exercise-in-miyako-strait/,,unknown,country_relations,0.9679828705686668,country_relations,expert,2025-01-02,2025-01-02,,,{},0.0
https://www.herald.co.zw/budiriro-flood-victims-heap-praise-on-government/,,unknown,flood,0.9825174496238926,flood,expert,2025-01-02,2025-01-02,,,{},0.0
https://www.yahoo.com/news/weather-warnings-remain-flooding-clean-080613326.html,,unknown,flood,0.9658623409700196,flood,expert,2025-01-02,2025-01-02,,,{},0.0
https://aninews.in/news/national/politics/bjp-workers-stage-protest-against-kerala-cm-against-his-alleged-remarks-on-sanatana-dharma20250102205656/,,protests,protests,0.9937066035895644,protests,expert,2025-01-02,2025-01-02T15:26:56.257274+00:00,"Thiruvananthapuram, Kerala, India",,{},0.8
https://reliefweb.int/report/mauritania/qatar-charity-provides-aid-flood-affected-mauritania,,flood,flood,0.9938785155691668,flood,expert,2025-01-02,2025-01-02T11:49:19+00:00,"Brakna and Trarza regions (Intekane district), Mauritania",,{},0.9
http://en.people.cn/n3/2025/0102/c90000-20261186.html,China cuts import tariffs to expand domestic demand,tariffs,tariffs,0.9823103501862042,tariffs,expert,2025-01-02,2025-01-02T00:00:00+00:00,China,,"{'tariff_rate': 7.0, 'affected_products_count': 935}",0.8
https://www.latestly.com/agency-news/india-news-bjp-workers-stage-protest-against-kerala-cm-against-his-alleged-remarks-on-sanatana-dharma-6536527.html,BJP Workers Stage Protest Against Kerala CM Against His Alleged Remarks on Sanatana Dharma,protests,protests,0.98272631792932,protests,expert,2025-01-02,2025-01-02T15:38:25+00:00,"Thiruvananthapuram, Kerala, India",,{},0.9
https://financialpost.com/news/oilpatch-wary-ottawa-provinces-threaten-energy-exports-retaliation-trump-tariffs,,tariffs,tariffs,0.9915635978536914,tariffs,expert,2025-01-02,2025-01-02T11:00:59+00:00,Canada–United States,,{'tariff_rate': 25},0.9
https://www.china-briefing.com/news/china-import-export-tariffs-in-2025/,China Import Export Tariffs in 2025,tariffs,tariffs,0.9797546222147084,tariffs,expert,2025-01-01,2025-01-02T05:52:41+00:00,China,,{'affected_products_count': 8960},0.9
