globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl
1283131579,20250110,20260110000000,042,042,04,1,4,1,4,2.90846877673226,"Nouvelle, Quebec, Canada",CA,CA10,12732,48.1333,-66.3,-570441,20260110000000,https://www.simcoe.com/news/golden-globes-2026-how-to-watch-canada-nominees/article_08d3ae6a-60bc-53d0-9831-bf3578f0e666.html
1283131580,20250110,20260110000000,042,042,04,1,2,1,2,-2.50312891113892,Canada,CA,CA,,60,-96,CA,20260110000000,https://www.stcatharinesstandard.ca/opinion/contributors/i-left-trumps-america-to-teach-in-canada-i-didnt-expect-this-from-canadians/article_2f7b95a5-25f5-529c-be4f-47ffed38793f.html
1283131582,20250110,20260110000000,042,042,04,1,8,1,8,0.57803468208092,"Tempe, Arizona, United States",US,USAZ,AZ013,33.4148,-111.909,12233,20260110000000,https://www.kdminer.com/obituaries/obituary-kyle-anthony-hurley/article_763d5a63-ffee-42dd-a8dc-62c0928e4fb9.html
1283131584,20250110,20260110000000,112,112,11,3,6,1,6,-8.22622107969148,"Durban, KwaZulu-Natal, South Africa",SF,SF02,77363,-29.85,31.0167,-1224926,20260110000000,https://allafrica.com/stories/202601090498.html
1283131587,20250110,20260110000000,012,012,01,1,10,10,10,-1.68003966822935,"West Midlands, United Kingdom (general), United Kingdom",UK,UK00,40136,52.5,-1.96667,-2611326,20260110000000,https://www.fenlandcitizen.co.uk/national/shabana-mahmood-to-end-duty-to-support-some-asylum-seekers-in-bid-to-shut-hotels-161116/
1283131597,20250110,20260110000000,186,186,18,4,4,1,4,-8.14249363867681,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,20260110000000,https://lancasteronline.com/news/pennsylvania/luigi-mangione-s-federal-death-penalty-trial-could-start-before-the-end-of-the-year/article_dc77649b-2041-589c-9c04-d5b50a31707d.html
1283131598,20250110,20260110000000,010,010,01,1,15,5,15,-0.46620046620046,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20260110000000,https://foxreno.com/news/nation-world/kentucky-republican-senator-rand-paul-shows-support-for-president-donald-trumps-withdrawal-from-international-global-organizations
1283131600,20250110,20260110000000,052,052,05,1,9,3,9,2.19201569772132,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260110000000,https://www.niagarafallsreview.ca/news/world/united-states/heritage-foundation-calls-on-us-to-prioritize-marriage-and-family-in-new-report/article_9584e699-8b3d-5db0-b53d-db1e7c2c69bd.html
1283131604,20250110,20260110000000,050,050,05,1,4,1,4,-2.73224043715847,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260110000000,https://www.fenlandcitizen.co.uk/national/st-andrews-rector-removed-from-university-s-governing-body-for-second-time-161114/
1283131605,20250110,20260110000000,020,020,02,1,3,1,3,-0.80996884735203,"Rotterdam, Zuid-Holland, Netherlands",NL,NL11,22377,51.9167,4.5,-2152403,20260110000000,https://www.dailygazette.com/the_recorder/news/govt_politics/battery-energy-storage-systems-have-new-rules-capital-region-communities-are-still-worried/article_f7813a94-5250-4a73-83a2-991d1b6e22d2.html
1283131612,20250110,20260110000000,112,112,11,3,1,1,1,2.12335692618807,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260110000000,https://mynorthwest.com/national/heritage-foundation-calls-on-us-to-prioritize-marriage-and-family-in-new-report/4185298
1283131616,20251211,20260110000000,036,036,03,1,2,1,2,7.92452830188679,"Saratoga Springs, New York, United States",US,USNY,,43.0831,-73.7846,964489,20260110000000,https://www.dailygazette.com/the_recorder/thespot518/events/deborah-roberts-al-roker-coming-to-saratoga-springs-in-february/article_de533b14-95cb-4dbd-8b2c-3393cfc9ede9.html
1283131617,20251211,20260110000000,112,112,11,3,8,1,8,-6.95187165775398,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,20260110000000,https://www.cp24.com/news/canada/2026/01/09/man-accused-in-ryan-wedding-case-seeks-to-protect-ids-of-sureties-citing-safety-risk/
1283131619,20251211,20260110000000,010,010,01,1,3,1,3,-9.11111111111114,"Denver, Colorado, United States",US,USCO,CO031,39.7392,-104.985,201738,20260110000000,https://www.9news.com/article/news/crime/amtrak-murder-sentence-denver/73-383c303f-3743-4718-9ae0-385ec35d3aac
1283131623,20251211,20260110000000,173,173,17,4,2,1,2,-8.29493087557604,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,20260110000000,https://mywdia.iheart.com/content/2026-01-09-trumps-doj-targets-ag-letitia-james-over-hairdresser-in-new-probe/
1283131626,20251211,20260110000000,173,173,17,4,2,1,2,-4.44893832153691,Honduras,HO,HO,,15,-86.5,HO,20260110000000,https://www.greanvillepost.com/2026/01/09/murder-inc/
1283131629,20260103,20260110000000,093,093,09,2,2,1,2,-9.03307888040709,"Buenos Aires, Distrito Federal, Argentina",AR,AR07,22379,-34.5875,-58.6725,-979186,20260110000000,https://www.algemeiner.com/2026/01/09/argentine-jews-renew-calls-justice-11-years-after-amia-bombing-prosecutor-nismans-death/
1283131630,20260103,20260110000000,070,070,07,2,5,1,5,-8.50111856823269,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,20260110000000,https://www.billboard.com/pro/boosie-badazz-sentence-no-prison-rapper-gun-charge/
1283131631,20260103,20260110000000,042,042,04,1,2,1,2,-2.76134122287969,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,20260110000000,https://www.wnd.com/2026/01/multiplier-effect-states-plan-would-cancel-taxes-first/
1283131639,20260109,20260110000000,010,010,01,1,2,1,2,-6.54044750430293,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,20260110000000,https://www.gdnonline.com:443/Details/1372967
1283131640,20260109,20260110000000,140,140,14,3,6,1,6,-8.14814814814815,"Portland, Oregon, United States",US,USOR,OR051,45.5235,-122.676,1136645,20260110000000,https://www.gdnonline.com:443/Details/1372982
1283131646,20260110,20260110000000,051,051,05,1,4,1,4,-2.3696682464455,"Kwazulu, Eastern Cape, South Africa",SF,SF05,77353,-31.2895,29.4551,-1250484,20260110000000,https://allafrica.com/stories/202601090495.html
1283131647,20260110,20260110000000,051,051,05,1,8,1,8,3.67483296213808,"Bluesky, Alberta, Canada",CA,CA01,154724,56.0667,-118.25,-561397,20260110000000,https://www.niagarafallsreview.ca/news/canada/group-that-helps-african-families-coming-to-sudbury-receives-major-boost/article_e3573303-c90d-5817-bc70-13bc9a2d6f2f.html
1283131648,20260110,20260110000000,173,173,17,4,4,1,4,-10.90573012939,South Africa,SF,SF,,-30,26,SF,20260110000000,https://allafrica.com/stories/202601090509.html
1283131649,20260110,20260110000000,080,080,08,2,10,5,10,-2.30179028132992,United Arab Emirates,AE,AE,,24,54,AE,20260110000000,https://www.wyomingpublicmedia.org/2026-01-09/southern-yemen-separatist-group-says-it-will-dissolve-after-its-head-fled-to-the-uae
1283131650,20260110,20260110000000,040,040,04,1,4,1,4,0.13642564802183,"Nobbys, New South Wales, Australia",AS,AS02,5096,-30.1333,150.133,-1591715,20260110000000,https://www.maitlandmercury.com.au/story/9148666/labor-cr-declan-clausen-defends-affordable-housing-project/
1283131651,20260110,20260110000000,042,042,04,1,1,1,1,-3.85232744783306,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20260110000000,https://home.nzcity.co.nz/news/article.aspx?id=437641
1283131653,20260110,20260110000000,190,190,19,4,35,7,35,-5.99888702832524,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20260110000000,https://www.maitlandmercury.com.au/story/9148880/towns-destroyed-in-victorian-bushfire-crisis/
1283131655,20260110,20260110000000,190,190,19,4,101,8,47,-6.10061233847596,"Walwa, Victoria, Australia",AS,AS07,5420,-35.9667,147.733,-1607570,20260110000000,https://www.gdnonline.com:443/Details/1372985
1283131656,20260110,20260110000000,173,173,17,4,5,1,5,-13.6363636363636,Bahrain,BA,BA,,26,50.5,BA,20260110000000,https://www.gdnonline.com:443/Details/1372913
1283131657,20260110,20260110000000,010,010,01,1,16,2,16,0.90634441087613,"Dublin, Dublin, Ireland",EI,EI07,18288,53.3331,-6.24889,-1502554,20260110000000,https://www.leinsterexpress.ie/news/national-news/1985653/kerry-teen-wins-2026-young-scientist-with-brain-cancer-treatment-tool.html
1283131659,20260110,20260110000000,020,020,02,1,5,1,5,-0.81855388813097,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20260110000000,https://www.fox13news.com/news/desantis-holding-press-conference-bartow-first-lady-dr-joseph-ladapo
1283131660,20260110,20260110000000,031,031,03,1,5,1,5,-3.32941637289464,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,20260110000000,https://www.wnd.com/2026/01/lawsuit-eyes-death-blow-racial-preferences/
1283131661,20260110,20260110000000,031,031,03,1,6,1,6,0.16260162601626,New Zealand,NZ,NZ,,-42,174,NZ,20260110000000,https://lbpost.com/news/pete-hegseth-long-beach-rocket-lab-visit-arsenal-of-freedom/
1283131663,20260110,20260110000000,040,040,04,1,15,3,15,-0.0657249754482366,"Strathcona, Alberta, Canada",CA,CA01,154724,53.5833,-113.167,-574245,20260110000000,https://www.nugget.ca:443/news/rio-tinto-could-buy-glencore-and-glencores-sudbury-operations-take-our-poll
1283131664,20260110,20260110000000,042,042,04,1,10,1,10,6.07287449392713,,,,,,,,20260110000000,https://www.walb.com/2026/01/09/why-be-sponsor-night-shine-fully-complimentary-event-returns-albany-fourth-year/
1283131668,20260110,20260110000000,020,020,02,1,4,2,4,2.19804301852887,"Sudbury, Ontario, Canada",CA,CA08,12683,46.5,-80.9667,-574311,20260110000000,https://www.thesudburystar.com:443/news/city-of-greater-sudbury-loses-a-layer-of-oversight-as-it-cuts-ag-office-take-our-poll
1283131671,20260110,20260110000000,042,042,04,1,12,1,10,-1.38888888888889,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20260110000000,https://www.winnipegfreepress.com/breakingnews/2026/01/09/members-of-armed-forces-headed-to-help-in-pimicikamak
1283131673,20260110,20260110000000,043,043,04,1,2,1,2,1.54320987654321,Canada,CA,CA,,60,-96,CA,20260110000000,https://theweek.com/edition/theweekus-evening-review-2026-01-09-220215
1283131676,20260110,20260110000000,130,130,13,3,2,1,2,-2.41286863270778,"Copenhagen, Køavn*, Denmark",DA,DA05,15213,55.6667,12.5833,-2745636,20260110000000,https://home.nzcity.co.nz/news/article.aspx?id=437639
1283131678,20260110,20260110000000,190,190,19,4,2,1,2,-8.27586206896552,"Martigny, Switzerland (general), Switzerland",SZ,SZ00,26307,46.1046,7.07677,-2553058,20260110000000,https://www.gdnonline.com:443/Details/1372980
1283131680,20260110,20260110000000,173,173,17,4,5,1,5,-9.37972768532522,,,,,,,,20260110000000,https://peacearchnews.com/2026/01/09/no-jail-time-for-woman-who-sped-and-killed-construction-zone-worker-on-vancouver-island/
1283131681,20260110,20260110000000,036,036,03,1,2,1,2,0.77519379844961,"La Jolla, California, United States",US,USCA,,32.8473,-117.274,1660855,20260110000000,https://www.mpamag.com/us/specialty/wholesale/broker-those-against-50-year-mortgage-dont-understand-how-to-do-math/561561
1283131682,20260110,20260110000000,042,042,04,1,5,1,5,-3.29113924050633,Virgin Islands,VQ,VQ,,18.3333,-64.8333,VQ,20260110000000,https://www.whmi.com/news/fox/minnesota-woman-killed-us-virgin-islands-shark-attack
1283131683,20260110,20260110000000,043,043,04,1,5,1,5,-5.34722222222222,,,,,,,,20260110000000,https://www.maitlandmercury.com.au/story/9146258/lake-macquarie-child-abuse-survivor-nicole-mondon-speaks-out/
1283131684,20260110,20260110000000,0841,084,08,2,4,1,4,-8.7412587412587,"Mtubatuba, KwaZulu-Natal, South Africa",SF,SF02,77336,-28.4179,32.1848,-1263864,20260110000000,https://allafrica.com/stories/202601090494.html
1283131685,20260110,20260110000000,112,112,11,3,5,1,5,-10.5263157894737,,,,,,,,20260110000000,https://www.atlantanewsfirst.com/2026/01/09/gwinnett-county-deputy-arrested-accused-child-molestation-police-say/
1283131686,20260110,20260110000000,173,173,17,4,8,1,8,-11.4666666666666,"Agege, Lagos, Nigeria",NI,NI05,191288,6.61426,3.32437,-1997850,20260110000000,https://www.legit.ng/nigeria/1691719-phow-olice-arrested-3-suspects-human-skull-ogun/
1283131687,20260110,20260110000000,190,190,19,4,10,1,10,-9.18367346938776,,,,,,,,20260110000000,https://www.fox5ny.com/news/nyc-brooklyn-bodega-shooting-crime
1283131688,20260110,20260110000000,190,190,19,4,5,1,5,-9.69162995594713,"Portage County, Ohio, United States",US,USOH,,41.1667,-81.1998,1074079,20260110000000,https://www.wkyc.com/article/news/local/portage-county/rootstown-township-portage-county-sheriffs-office-suspects-murder-suicide-men-dead-bradley-goldner-andrew-carney/95-1d17ea29-60ba-455e-91a7-dd02f2f7e950
1283131689,20260110,20260110000000,042,042,04,1,2,1,2,2.76073619631902,"New Braunfels, Texas, United States",US,USTX,,29.703,-98.1245,1342440,20260110000000,https://herald-zeitung.com/news/something-for-everybody-new-braunfels-antique-show-draws-longtime-dealers-from-across-the-country/article_73801601-d98e-48f6-963a-098fe36c93a2.html
1283131691,20260110,20260110000000,046,046,04,1,5,1,5,-4.13961038961039,Colombia,CO,CO,,4,-72,CO,20260110000000,https://island.lk/deep-depression-likely-to-cross-the-sri-lankan-coast-between-trincomalee-and-jaffna-during-the-morning-today-10-january-2026/
1283131692,20260110,20260110000000,190,190,19,4,15,3,15,-4.80349344978166,,,,,,,,20260110000000,https://www.timminspress.com:443/news/footwear-worn-by-assailants-similar-at-stabbing-and-murder-scenes-forensic-head
1283131693,20260110,20260110000000,190,190,19,4,10,1,10,-19.6581196581197,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260110000000,https://www.29news.com/2026/01/09/texas-man-sentenced-immigrant-kidnapping-plot-that-led-belmont-shooting/
1283131694,20260110,20260110000000,013,013,01,1,6,2,6,0.337080162497685,United States,US,US,,39.828175,-98.5795,US,20260110000000,https://www.timminspress.com:443/news/1-3m-in-nohfc-funding-for-timmins
1283131695,20260110,20260110000000,020,020,02,1,20,1,20,0,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,20260110000000,https://www.boredpanda.com/sil-demands-romantic-getaway-instead-husband/
1283131696,20260110,20260110000000,042,042,04,1,10,1,10,3.73563218390805,,,,,,,,20260110000000,https://www.wktv.com/news/local-business/new-independent-bookstore-opens-in-little-falls/article_bd72bcf4-5425-4f96-a010-cf66d727ae92.html
1283131697,20260110,20260110000000,043,043,04,1,3,1,3,0.68359375,"Galvin Park, California, United States",US,USCA,,34.0764,-117.628,242581,20260110000000,https://www.redlandsdailyfacts.com/2026/01/09/community-gathers-in-ontario-to-honor-minneapolis-woman-killed-by-ice/
1283131698,20260110,20260110000000,057,057,05,1,10,1,10,3.94088669950739,,,,,,,,20260110000000,https://suffolktimes.timesreview.com/2026/01/peconic-star-fleet-poised-to-come-back-after-license-saga/
1283131699,20260110,20260110000000,190,190,19,4,5,1,5,-10.5263157894737,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260110000000,https://tass.com/world/2069525
1283131700,20260110,20260110000000,190,190,19,4,5,1,5,-6.60377358490566,"Oregon, United States",US,USOR,,44.5672,-122.127,OR,20260110000000,https://www.oregonlive.com/opinion/2026/01/editorial-a-tense-moment-calls-for-oregonians-best.html
1283131701,20260110,20260110000000,051,051,05,1,3,1,3,0.35335689045936,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,20260110000000,https://www.wkms.org/2026-01-09/immigrant-citizen-inspired-to-run-for-kentucky-office-not-the-time-to-sit-on-the-sidelines
1283131702,20260110,20260110000000,036,036,03,1,5,1,5,-2.10210210210211,United States,US,US,,39.828175,-98.5795,US,20260110000000,https://www.oregonlive.com/trending/2026/01/amazon-is-sending-money-to-millions-of-customers-for-ftc-settlement-how-to-check-eligibility.html
1283131703,20260110,20260110000000,100,100,10,3,6,3,6,-1.92779782934734,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260110000000,https://www.winnipegfreepress.com/world/2026/01/09/fractures-are-starting-to-show-in-trumps-gop-at-the-start-of-this-election-year
1283131705,20260110,20260110000000,014,014,01,1,10,1,10,-1.1986301369863,,,,,,,,20260110000000,https://www.thestar.com.my/news/nation/2026/01/10/possible-u-turn-for-upsr-and-pt3
1283131706,20260110,20260110000000,020,020,02,1,2,1,2,1.22448979591837,"Peking, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260110000000,https://cen.acs.org/environment/atmospheric-chemistry/Ozone-derived-carbonyls-indoors-pose/104/web/2026/01
1283131708,20260110,20260110000000,036,036,03,1,10,1,10,1.07066381156317,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20260110000000,https://www.wabi.tv:443/2026/01/09/newly-constructed-lawrence-elementary-school-brings-together-students-three-separate-schools/
1283131709,20260110,20260110000000,043,043,04,1,5,1,5,-6.66666666666667,,,,,,,,20260110000000,https://www.khq.com/news/school-bus-crash-in-pierce-county-sends-11-students-to-hospital/article_7ca2f3cb-9fc5-4648-989c-8a5d2acc62f0.html
1283131710,20260110,20260110000000,043,043,04,1,10,1,10,9.85915492957744,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260110000000,https://www.kcentv.com/article/news/local/chaparral-theatre-director-statewide-honor-arts-education-leadership/500-f10f4661-e7a4-4f43-af98-544b6b5c7c09
1283131713,20260110,20260110000000,120,120,12,3,80,1,20,-2.85929270127917,,,,,,,,20260110000000,https://www.boredpanda.com/twin-sons-getting-mixed-school-medical-officer/
